accrPrdEndDt,Date
accrPrdEndDt,String
accrPrdStartDt,Date
accrPrdStartDt,String
allowAtAucLmtInd,Char
allowAtAucLmtInd,String
barrierValnDt,Date
barrierValnDt,String
coupnPayDt,Date
coupnPayDt,String
earlyRdmptPayDt,Date
earlyRdmptPayDt,String
earlyValnDt,Date
earlyValnDt,String
firstValuationDt,Date
firstValuationDt,String
minTrnchSz,Decimal
minTrnchSz,Integer
numOfGurntPrd,Decimal
numOfGurntPrd,Integer
totalDay,Integer
totalDay,String
ttlMaxOrderSzlimit,Decimal
ttlMaxOrderSzlimit,Integer

